date,daily_return
2023-01-04,0.0078109155667925
2023-01-05,-0.0124138570545303
2023-01-06,0.0245612548344055
2023-01-09,0.0018264220517426
2023-01-10,0.0067202303451982
2023-01-11,0.0086505304637247
2023-01-12,0.007578984001157
2023-01-13,0.0054355492143077
2023-01-17,-0.0083239968549955
2023-01-18,-0.0186221461471745
2023-01-19,-0.0085319758569983
2023-01-20,0.0160081387111537
2023-01-23,0.0112442251039115
2023-01-24,0.0021169231190736
2023-01-25,-0.0003392980788716
2023-01-26,0.0042833543498819
2023-01-27,0.0028761183554196
2023-01-30,-0.00904376988718
2023-01-31,0.0126876237662789
2023-02-01,0.0048252718279647
2023-02-02,0.0079777260447572
2023-02-03,-0.0101333691932774
2023-02-06,-0.0026218401881314
2023-02-07,0.0076465255965639
2023-02-08,-0.0078871085238247
2023-02-09,-0.0071539583520147
2023-02-10,0.0007597388585565
2023-02-13,0.0114831498042151
2023-02-14,-0.0019111597486279
2023-02-15,0.0031188706572046
2023-02-16,-0.0128532312679643
2023-02-17,0.0018274896531809
2023-02-21,-0.0203953434686341
2023-02-22,-0.0010215734117438
2023-02-23,0.0079259641406901
2023-02-24,-0.0096354469903938
2023-02-27,0.0029867021259475
2023-02-28,-0.0065172127097466
2023-03-01,-0.002268496369274
2023-03-02,0.0114790899906433
2023-03-03,0.0124987820686832
2023-03-06,-0.0004167011739383
2023-03-07,-0.0143184783800186
2023-03-08,0.0002870092703471
2023-03-09,-0.0171514844883547
2023-03-10,-0.0098414972640178
2023-03-13,-0.0011113454537043
2023-03-14,0.0120546947228006
2023-03-15,-0.0059661794134094
2023-03-16,0.0147055984194728
2023-03-17,-0.0114632581321075
2023-03-20,0.0125328993702653
2023-03-21,0.0106476031492388
2023-03-22,-0.0167957264474474
2023-03-23,0.0015836023233743
2023-03-24,0.004637748038043
2023-03-27,0.0063223918254611
2023-03-28,-0.0018705082977194
2023-03-29,0.0128908868976818
2023-03-30,0.0049917949620281
2023-03-31,0.0132049604585775
2023-04-03,0.0070880219596817
2023-04-04,-0.0049060714310908
2023-04-05,0.0008743487604286
2023-04-06,-0.0004290509151513
2023-04-10,0.0028485568007259
2023-04-11,-0.0001710935063628
2023-04-12,-0.0043053567872496
2023-04-13,0.0126588501493556
2023-04-14,-0.0024439306662202
2023-04-17,0.004115397257662
2023-04-18,4.712229697290592e-05
2023-04-19,0.0001720443771001
2023-04-20,-0.0076453631309312
2023-04-21,0.0029444824787985
2023-04-24,0.0014250919096798
2023-04-25,-0.0099868174061725
2023-04-26,-0.0067118190503289
2023-04-27,0.0186422871270148
2023-04-28,0.0065185870823092
2023-05-01,-0.0014252331562314
2023-05-02,-0.012337897295489
2023-05-03,-0.0071348906319278
2023-05-04,-0.0085575880626408
2023-05-05,0.0185088262761906
2023-05-08,0.0003716091401853
2023-05-09,-0.0029511550544458
2023-05-10,0.0020236371613775
2023-05-11,-0.0068773303364357
2023-05-12,-0.0018217629337409
2023-05-15,0.0022889427741741
2023-05-16,-0.0089970104708257
2023-05-17,0.0142013461924621
2023-05-18,0.0085248847616404
2023-05-19,-0.0034943531995913
2023-05-22,-0.0043056957065143
2023-05-23,-0.0058032981611315
2023-05-24,-0.0069863450922077
2023-05-25,0.0074179823668617
2023-05-26,0.0104920609601759
2023-05-30,0.0014820520855182
2023-05-31,-0.0062488493625357
2023-06-01,0.0068882124938049
2023-06-02,0.0185465877546635
2023-06-05,-0.0050086109755992
2023-06-06,0.0006653904610833
2023-06-07,0.0007936039067218
2023-06-08,0.0062890253893373
2023-06-09,0.0007484579286747
2023-06-12,0.0065722356574085
2023-06-13,0.006189055527363
2023-06-14,-0.0020325993452218
2023-06-15,0.011837424850924
2023-06-16,-0.0026357167298034
2023-06-20,-0.0057806954995551
2023-06-21,-0.0050448085558119
2023-06-22,0.0015633870369691
2023-06-23,-0.0072720497607236
2023-06-26,-0.0007407836896985
2023-06-27,0.006659704246093
2023-06-28,-0.002278782042146
2023-06-29,0.0066638034385521
2023-06-30,0.009624002626598
2023-07-03,0.0016172134688548
2023-07-05,-0.0039174123578436
2023-07-06,-0.0113526910865375
2023-07-07,-0.003443948706496
2023-07-10,0.0020300035013755
2023-07-11,0.011332662953841
2023-07-12,0.0034861081848624
2023-07-13,0.0058547417765957
2023-07-14,-0.0022384144106022
2023-07-17,-0.0013358714243271
2023-07-18,0.0085034136281491
2023-07-19,0.0080297573893704
2023-07-20,0.0009325276079466
2023-07-21,0.0012212773295505
2023-07-24,0.0036155943213201
2023-07-25,0.0045322395044416
2023-07-26,0.0033908587673871
2023-07-27,-0.0074270616748943
2023-07-28,0.0052280472722734
2023-07-31,0.0027965961099776
2023-08-01,-0.0015210016035407
2023-08-02,-0.0115443282981612
2023-08-03,-0.0032642559115474
2023-08-04,-9.783233163199475e-05
2023-08-07,0.0091497277279357
2023-08-08,-0.0042532926093429
2023-08-09,-0.0072314561145484
2023-08-10,0.0042928326982656
2023-08-11,0.0011123532585299
2023-08-14,0.00421355628247
2023-08-15,-0.0103699331928286
2023-08-16,-0.005368868580543
2023-08-17,-0.0038033163066869
2023-08-18,0.0013970523339787
2023-08-21,0.0036346927639776
2023-08-22,-0.0058529239124903
2023-08-23,0.0073274342360485
2023-08-24,-0.0101947478707819
2023-08-25,0.0045646612103163
2023-08-28,0.0080415267194727
2023-08-29,0.0108670519050731
2023-08-30,0.0015686998575087
2023-08-31,0.0007650372062181
2023-09-01,0.0015944807417898
2023-09-05,-0.0064405950473693
2023-09-06,-0.0067846233666273
2023-09-07,-0.0002551660301063
